ID,Title,Description,Author,Date,Subject,Text,Keywords
216,"Bouterse nu al heel kritisch op vonnis, maar roept op 'rust te bewaren' ",Desi Bouterse heeft zaterdagavond bij een partijbijeenkomst in Paramaribo gewaarschuwd voor de gevolgen van zijn mogelijke veroordeling. De oud-legerleider en ex-president kan woensdag twintig jaar cel krijgen in wat hij een 'politiek proces van de kolonisator' noemt., Door onze nieuwsredactie ,2023-12-17T11:12:50+01:00, Buitenland ,Desi Bouterse heeft zaterdagavond bij een partijbijeenkomst in Paramaribo gewaarschuwd voor de gevolgen van zijn mogelijke veroordeling. De oud-legerleider en ex-president kan woensdag twintig jaar cel krijgen in wat hij een 'politiek proces van de kolonisator' noemt. Bouterse staat terecht in de strafzaak rond de Decembermoorden van 1982. Daarbij werden vijftien mannen omgebracht die kritisch waren op het toenmalige militaire regime. Tegen Bouterse en vier medeverdachten is twintig jaar onvoorwaardelijk geëist. Suriname wacht in spanning de uitspraak komende woensdag af. De regering houdt rekening met onrust als Bouterse daadwerkelijk wordt veroordeeld. Zo lekte er een vertrouwelijke analyse uit waarin stond welke mensen mogelijk voor sociale onrust kunnen zorgen. Zelf riep Bouterse zaterdagavond zijn aanhangers op de rust te bewaren. Maar in dezelfde toespraak noemde hij de rechtszaak ook een 'politiek proces' en een poging van de 'kolonisator' om hem uit te schakelen. Hij zei dat er om die reden rekening moet worden gehouden 'dat de zaken hier uit de hand zouden kunnen gaan lopen'. Duizenden aanhangers waren afgekomen op de toespraak van de 78-jarige oud-legerleider. Zij scandeerden volgens de Surinaamse krant De Ware Tijd 'free bouta' en riepen hem op om woensdag niet naar de rechtbank te gaan. Het is nog onduidelijk of Bouterse daar gehoor aan geeft. ,"Buitenland, Desi Bouterse, Suriname, Paramaribo"
217,Cardi B niet meer samen met rapper Offset: 'Ik ben al een tijdje single' ,Cardi B is al een tijdje single. Dat heeft ze in een Instagram Live-sessie tegen haar volgers gezegd. De artieste is op 20 september 2017 getrouwd met rapper Offset., Door onze entertainmentredactie ,2023-12-11T13:41:10+01:00, Achterklap ,"Cardi B is al een tijdje single. Dat heeft ze in een Instagram Live-sessie tegen haar volgers gezegd. De artieste is op 20 september 2017 getrouwd met rapper Offset. ""Ik weet niet of mijn hints in mijn Instagram Lives of Stories jullie zijn opgevallen? Zoals bepaalde muziek die ik dan afspeel"", zegt de 31-jarige Cardi B in het korte fragment. ""Ik ben nu een tijdje single, maar ik wist niet hoe ik het moest delen met de wereld."" De rapper besloot het nieuws met haar volgers te delen, omdat zij het jaar 2024 ""fris en open wil beginnen"". ""Ik kijk uit naar een nieuw leven en een nieuwe start."" Oplettende volgers was het al opgevallen dat Cardi B en Offset elkaar sinds begin december niet meer volgen op Instagram. Het is niet de eerste keer dat Cardi B en de 31-jarige Offset uit elkaar zijn. In 2018 maakte de Bodak Yellow-rapper bekend dat de relatie voorbij was, maar enkele maanden later verscheen het stel bij de Grammy-uitreiking. In 2020 meldde entertainmentwebsite TMZ dat de twee opnieuw uit elkaar waren. Cardi B zou zelfs een scheiding aangevraagd hebben, maar zover kwam het niet. Het stel heeft twee kinderen: dochter Kulture Kiari van vijf en zoon Wave Set van twee. Offset heeft uit eerdere relaties zoons Jordan (13) en Kody (8), en dochter Kalea Marie (8). ","Achterklap, Cardi B"
218,Bakker hoopt dat CL-succes speelsters in Nederland houdt: 'Het kan ook bij Ajax' ,Ajax-trainer Suzanne Bakker had voorafgaand aan de poulefase van de Champions League nooit verwacht dat Ajax een kwartfinaleplek zou bemachtigen. Met deze prestatie hoopt de coach te laten zien dat speelsters niet te snel naar het buitenland hoeven te vertrekken., Door Lieve Wils ,2024-01-31T00:59:12+01:00, Voetbal ,"Ajax-trainer Suzanne Bakker had voorafgaand aan de poulefase van de Champions League nooit verwacht dat Ajax een kwartfinaleplek zou bemachtigen. Met deze prestatie hoopt de coach te laten zien dat speelsters niet te snel naar het buitenland hoeven te vertrekken. Bakker wreef na het laatste fluitsignaal even in haar ogen. ""Ik heb de tranen zelf niet gevoeld, maar ik had wel een glinstering in mijn ogen van trots en euforie"", zei de 37-jarige coach dinsdag na het bereiken van de kwartfinales. ""Dat we bij de laatste acht van Europa horen, dat is echt bizar"", voegde ze eraan toe. ""Ik had van tevoren niet gedacht dat dit een optie zou zijn in deze poule des doods."" Ajax won in eigen huis van Europese topclubs Paris Saint-Germain (2-0), Bayern München (1-0) en AS Roma (2-1). ""We zetten onszelf en het Nederlandse vrouwenvoetbal op de kaart"", zei Bakker. ""We geven hiermee aan dat je als speelster ook in Nederland kan komen voetballen. En aan de Nederlandse speelsters laten we zien dat je niet naar het buitenland hoeft te vertrekken om Champions League te spelen en in de kwartfinales te staan. Dat kan ook bij Ajax."" In de kwartfinales wacht een tweeluik met FC Barcelona, Olympique Lyonnais of Chelsea. ""Dat zijn stuk voor stuk mooie affiches"", zei Bakker. Als de coach het zelf voor het zeggen had, zou ze voor een tweeluik met FC Barcelona gaan. ""Dat heb ik aan het begin van deze campagne ook al een keer gezegd. Het is een prachtige club en het voetbal dat ze spelen is mooi om naar te kijken."" De loting vindt op dinsdag 6 februari plaats in het Zwitserse Nyon. De Amsterdammers horen om 13.00 uur wie ze treffen in de kwartfinales. De heenwedstrijden worden op 19 en 20 maart gespeeld. De returns worden een week later (27 en 28 maart) afgewerkt. ","Voetbal, Champions League Vrouwen, Ajax Vrouwen, Suzanne Bakker, Cl-succes, Nederland"
219,Autoverhuurder Sixt koopt kwart miljoen auto's van moederbedrijf Peugeot en Fiat ,"Het Duitse autoverhuurbedrijf Sixt gaat tot wel 250.000 auto's kopen van autoconcern Stellantis, het moederbedrijf van merken als Peugeot, Opel, Citroën, Jeep, RAM en Fiat. Met de order zijn miljarden euro's gemoeid.", Door onze nieuwsredactie ,2024-01-16T19:21:24+01:00, Economie ,"Het Duitse autoverhuurbedrijf Sixt gaat tot wel 250.000 auto's kopen van autoconcern Stellantis, het moederbedrijf van merken als Peugeot, Opel, Citroën, Jeep, RAM en Fiat. Met de order zijn miljarden euro's gemoeid. De auto's worden gekocht over de komende drie jaar en zijn bestemd voor de Europese en Noord-Amerikaanse verhuurmarkt. De eerste leveringen vinden vanaf eind maart plaats, zegt Sixt. De onderneming is de grootste autoverhuurder van Europa. Stellantis zal een reeks verschillende modellen en merken leveren aan Sixt, zoals gewone personenauto's, stadsauto's, SUV's en busjes. Het gaat om voertuigen met verbrandingsmotoren, volledig elektrische auto's en hybride voertuigen. Topman Carlos Tavares van Stellantis zegt dat klanten van Sixt met de huurauto's kennis kunnen maken met de nieuwste modellen van de autobouwer. ","Economie, Opel, Peugeot, Auto's, Sixt, Fiat, Jeep, Ram, Citroën"
220,Succesvolle ivf-poging biedt hoop voor met uitsterven bedreigde neushoorn ,"Wetenschappers hebben een doorbraak bereikt in een poging om de noordelijke witte neushoorn te redden. Er zijn wereldwijd nog maar twee van deze dieren over, maar een succesvolle ivf-poging biedt hoop.", Door onze nieuwsredactie ,2024-01-24T19:22:25+01:00, Dieren ,"Wetenschappers hebben een doorbraak bereikt in een poging om de noordelijke witte neushoorn te redden. Er zijn wereldwijd nog maar twee van deze dieren over, maar een succesvolle ivf-poging biedt hoop. De ivf-poging is uitgevoerd bij een sterk verwante soort van de noordelijke witte neushoorn, de zuidelijke witte neushoorn. Na dertien pogingen was het raak. Een vrouwelijke eicel werd in het laboratorium bevrucht en met succes teruggeplaatst in de baarmoeder van de neushoorn. De zwangerschap leidde alleen niet tot een geboorte. De draagmoeder stierf zeventig dagen na de bevruchting, nadat ze besmet raakte met een bacterie. Desondanks liet het onderzoek zien dat een ivf-poging voor neushoorns mogelijk is. De volgende stap is om dit te proberen met behulp van embryo's van de noordelijke witte neushoorn. De noordelijke witte neushoorn was ooit overal in Centraal-Afrika te vinden, maar illegale stroperij heeft de populatie uitgeroeid. Nu zijn er nog maar twee neushoorns over: moeder Najin en haar dochter Fatu. De dieren worden streng bewaakt in een opvangcentrum in Kenia. Mannelijke noordelijke witte neushoorns zijn er dus niet meer, maar er zijn nog wel embryo's. Die embryo's zijn gemaakt met behulp van eitjes van Fatu en sperma van twee neushoornmannetjes, vlak voor ze stierven. Daaruit kwamen dertig embryo's, die worden opgeslagen in Duitsland en Italië. Najin en Fatu kunnen vanwege hun leeftijd en gezondheidsproblemen niet meer zwanger worden. In plaats daarvan zal een embryo geïmplanteerd moeten worden in de baarmoeder van een zuidelijke witte neushoorn. Ivf is voor een subsoort nooit eerder geprobeerd, maar de wetenschappers hebben er vertrouwen in dat het gaat werken. De wetenschappers hopen de embryo's de komende maanden te implanteren. Het zou voordelig zijn als het kalf geboren wordt terwijl Najin en Fatu nog in leven zijn, zodat de sociale communicatie van de dieren in stand blijft. ","Dieren, Wetenschap, Kenia, Buitenland"
221,Bekijk hier hoeveel woningen er in jouw gemeente bij kwamen vorig jaar ,"In Nederland zijn afgelopen jaar 73.300 nieuwe woningen gebouwd, blijkt uit cijfers van statistiekbureau CBS. In Amsterdam groeide de huizenvoorraad het meest, met ruim 4.500 nieuwe huizen. Tegelijkertijd kwamen er in Rotterdam 3.200 huizen bij.", Door onze economieredactie ,2024-01-31T08:52:51+01:00, Economie ,"In Nederland zijn afgelopen jaar 73.300 nieuwe woningen gebouwd, blijkt uit cijfers van statistiekbureau CBS. In Amsterdam groeide de huizenvoorraad het meest, met ruim 4.500 nieuwe huizen. Tegelijkertijd kwamen er in Rotterdam 3.200 huizen bij. In veel andere gemeenten zijn juist nauwelijks woningen gebouwd. Zo zijn er in Stadskanaal, Voorschoten en Uitgeest slechts twee huizen opgeleverd. Wie in het Utrechtse IJsselstein een woning zoekt, heeft helemaal pech. Daar kwam vorig jaar niet één nieuw huis bij. Bekijk hieronder hoeveel woningen er in jouw gemeente bij kwamen: ","Economie, Amsterdam, Cbs, Nederland, Rotterdam"
222,PowNed-dj Eddy Keur wint Nachtwacht Award voor beste nachtprogramma ,"Eddy Keur heeft de Nachtwacht Award gewonnen, de prijs voor het beste nachtprogramma op de Nederlandse radio. De PowNed-dj volgt Prem Radhakishun op, die vorig jaar won met zijn programma Zwarte Prietpraat.", Door onze entertainmentredactie ,2024-01-31T12:43:11+01:00, Media ,"Eddy Keur heeft de Nachtwacht Award gewonnen, de prijs voor het beste nachtprogramma op de Nederlandse radio. De PowNed-dj volgt Prem Radhakishun op, die vorig jaar won met zijn programma Zwarte Prietpraat. De show van Keur, Eddy's Nachtwacht, is elke zaterdagnacht op NPO Radio 2 te beluisteren. ""Eddy Keur zit veertig jaar in het vak en zijn passie voor radio is nog steeds onmiskenbaar"", zegt voormalig Radio 2-zendermanager Jan-Willem van Engelen namens de jury. ""Hij maakt zijn nachtprogramma met de kwaliteit van een drive time-show. Zijn gevoel voor humor, creativiteit, de band met zijn luisteraars en gebruik van vormgeving zijn wat radio zo'n uniek medium maakt."" De prijs is een initiatief van vakmediaplatform Spreekbuis.nl. De award is vernoemd naar het TROS-nachtprogramma Nachtwacht, dat tot 1995 op Radio 1 en 2 te beluisteren was. Het programma werd gepresenteerd door onder anderen Tom Mulder, Ferry Maat, Peter van Dam, Rob van Someren en Ron Brandsteder. ","Media, Radio, Cultuur, Prem Radhakishun, Zwarte, Eddy Keur"
223,Extreme vermoeidheid en hevige darmkrampen: dit kun je ertegen doen ,"Iedere maand zeurende hoofdpijn, buikkrampen of pijn in je rug door je menstruatie? Je bent niet de enige. Via NUjij kregen we tientallen reacties over zware klachten door de cyclus. Experts beantwoorden de beste en meestgestelde vragen.", Door Sarah Sitanala ,2023-12-14T05:06:26+01:00, Slimmer leven ,"Iedere maand zeurende hoofdpijn, buikkrampen of pijn in je rug door je menstruatie? Je bent niet de enige. Via NUjij kregen we tientallen reacties over zware klachten door de cyclus. Experts beantwoorden de beste en meestgestelde vragen. Heb je op de dagen voor en tijdens je menstruatie last van extreme vermoeidheid en prikkelbaarheid? Gynaecoloog Marlies Bongers vertelt dat daar helaas niet zoveel aan te doen is. ""Soms helpt een minipil met alleen progesteron. Het kan ook zijn dat de anticonceptiepil Zoely voor jou beter werkt. Die pil heeft net een andere samenstelling."" Het helpt ook om te blijven bewegen, weet verpleegkundige Desiree Tijhuis van kennisplatform Zus & Zorg. ""Hierdoor maak je endorfines aan, waardoor je je gelukkiger voelt."" Verder is het goed om suiker te vermijden en meer zink, vitamine D en magnesium binnen te krijgen. Ik heb last van hevige bloedingen. Hoe kan ik die beperken zonder aan de pil of spiraal te gaan? ""Dat hangt af van je leeftijd. Maar er zijn middelen als tranexaminezuur en pijnstillers als naproxen die je tijdens een heftige menstruatie kunt slikken. Die verminderen de hoeveelheid bloedverlies"", zegt Bongers. Ik kan niet aan de pil, maar heb wel last van psychische klachten. Wat zijn goede alternatieven? ""Het kan helpen om tijdens je menstruatieweek je leefstijl aan te passen"", zegt Borgers. Doe het iets rustiger aan en ga niet keihard sporten, dat kan een week later ook wel. Tijhuis beveelt magnesiumtauraat of magnesiumbisglycinaat aan. Deze middelen zijn goed voor je gemoedstoestand en kunnen energie geven bij vermoeidheid. ""Laat je wel door een deskundige adviseren."" Sinds de coronavaccinatie verlies ik veel meer bloed. Hoe komt dat? In de bijsluiter staat dat dit tijdelijk is, maar het duurt nu al bijna twee jaar. ""Van coronavaccins is inderdaad bekend dat ze hevigere menstruele bloedingen kunnen veroorzaken"", zegt Linda Härmark, adjunct-directeur van bijwerkingencentrum Lareb. ""Maar deze klachten zouden tijdelijk van aard moeten zijn."" ""Als dat na twee jaar nog zo is, lijkt het mij slim andere oorzaken te laten uitsluiten door een arts. Zware bloedingen kunnen namelijk ook een andere oorzaak hebben. Mocht dat niet het geval zijn, kan het zijn dat de bijwerkingen langer aanhouden."" Waardoor heb ik last van hoofdpijn tijdens mijn menstruatieweek? En wat helpt tegen hormonale migraine?  ""Je hormonen veranderen tijdens je menstruatie zo sterk, dat het hoofdpijn en migraine kan veroorzaken. De pil doorslikken is een optie. Als je niet menstrueert, verdwijnen ook je klachten"", zegt Bongers. In sommige gevallen is ijzertekort door veel bloedverlies de boosdoener, weet Tijhuis. Verder kan een spiraal ook uitkomst bieden. ""Die brengt je hormonen in balans."" Er zijn ook vrouwen die met een spiraal juist meer klachten ervaren. Voor deze groep zijn plantaardige oestrogenen een optie. Hoe kan het dat ik tijdens mijn menstruatie ontzettende darmkrampen krijg? ""Dat komt doordat je baarmoeder samentrekt om slijmvlies los te maken"", zegt Tijhuis. ""Dit kan de darmen irriteren of prikkelen, waardoor darmkrampen ontstaan. Veel vrouwen hebben daardoor tijdens de menstruatie dunnere ontlasting."" Krijg je met de anticonceptiepil minder last van menstruatieklachten? ""In de meeste gevallen nemen menstruatieklachten af"", zegt Tijhuis. ""Belangrijk is wel dat je de goede anticonceptiepil gebruikt."" Ervaar je juist meer klachten bij pilgebruik, dan ligt het vaak aan de samenstelling van de pil. Je kunt in overleg met je huisarts verschillende soorten proberen. Waardoor heb ik de ene maand zo veel pijn dat ik nauwelijks kan werken en heb ik er de volgende maand amper last van? ""Het kan zijn dat je de ene maand meer last hebt van bloedstolsels, waardoor je baarmoeder meer krimpt. Maar het kan ook afhangen van je leeftijd"", zegt Bongers. ""Verder is het ook mogelijk dat er geen eisprong plaatsvindt en dan kan menstrueren pijnloos zijn."" Als ik stop met de pil, komen de klachten dan terug? Dat kan, maar hoeft volgens Tijhuis niet. ""Slik je de pil, dan heb je je lichaam voor de gek gehouden en het signaal afgegeven dat er een eicel aan het groeien was en dat er een eisprong is geweest. Als je stopt, moet je lichaam de cyclus zelf oppakken."" Ze raadt aan pas na drie maanden de balans op te maken. ""Pas dan is je lichaam weer 'zichzelf'."" Hoe kan het dat het zo onregelmatig is?  ""Onregelmatigheid kan komen doordat de eierstokken niet regelmatig een eisprong hebben. Soms doordat de overgang begint, soms doordat er in de eierstok veel eitjes tegelijk beginnen met groeien"", legt Bongers uit. Is het normaal dat het verloop van je cyclus in de loop van de jaren verandert? ""Ja, dan is het evenwicht van de hormonen aan verandering onderhevig en dat veroorzaakt inderdaad een andere cyclus en menstruatie"", weet Bongers. Wanneer is het verstandig om naar de huisarts te gaan?  ""Als je zelf vindt dat je te veel vloeit, dan is dat zo. Wees niet bang dat je voor niets naar de huisarts gaat"", zegt Bongers. Tijhuis denkt dat het verstandig is als je gehinderd wordt in je dagelijkse activiteiten of echt veel bloedverlies hebt. ""Blijf er niet te lang mee doorlopen, vaak is er een goede oplossing"", benadrukt zij. ",Slimmer Leven
224,Wat moet je doen als je een spookrijder ziet? 'Blijf kalm en bel 112' ,Het is schrikken als er opeens iemand in de verkeerde richting rijdt. Botsingen met spookrijders zijn vaak zwaar en kunnen grote gevolgen hebben. Wat moet je doen als je een spookrijder ziet? En wat als je per ongeluk zelf aan het spookrijden bent?, Door Nienke Franken ,2023-12-04T19:51:29+01:00, Binnenland ,"Het is schrikken als er opeens iemand in de verkeerde richting rijdt. Botsingen met spookrijders zijn vaak zwaar en kunnen grote gevolgen hebben. Wat moet je doen als je een spookrijder ziet? En wat als je per ongeluk zelf aan het spookrijden bent? Komt er opeens iemand op je af rijden? Wijk dan uit naar rechts. ""Zet je alarmlichten aan en probeer met lichtsignalen de spookrijder te waarschuwen"", vertelt een woordvoerder van Rijkswaterstaat aan NU.nl. ""Probeer kalm te blijven"", zegt de woordvoerder. ""Zoek een veilige plek en bel 112."" Meer kan je niet doen op dat moment. Probeer nooit zelf de spookrijder te laten stoppen. Dat kan erg gevaarlijk zijn. Ben je erg geschrokken? Zoek dan een rustig plekje bij een benzinestation of op de vluchtstrook om bij te komen van de schrik. Is er mogelijk een spookrijder op het traject waar jij ook rijdt? Zet dan de radio aan met de verkeersinformatie. Daar hoor je het laatste nieuws over de situatie. Ook in deze situatie: probeer kalm te blijven. Zet je alarmlichten aan en ga langzamer rijden. Ga op de rechterrand van de rechterrijstrook rijden en houd de situatie om je heen in de gaten, op zowel de weg als de vluchtstrook. Het kan zijn dat de spookrijder ondertussen al is gestopt en daar stilstaat, of dat hij rijdt. ""Haal geen andere voertuigen in en zorg dat er voldoende ruimte is tussen jou en je voorligger"", zegt de woordvoerder. Het belangrijkste is dat je de snelweg zo snel mogelijk verlaat. Dat is verreweg het veiligste en zo geef je ook ruimte aan de hulpdiensten. Neem de eerst mogelijke afslag of parkeer bij een benzinestation. Veilig aankomen op je bestemming is belangrijker dan op tijd aankomen op je bestemming. En wat nou als jij zelf de persoon bent die spookrijdt? ""Probeer niet in paniek te raken"", zegt de woordvoerder. ""Tegen de richting in rijden kan enorm desoriënterend zijn. Er komen allemaal auto's jouw kant op en de borden staan achterstevoren. Het is totaal anders dan je gewend bent."" Schakel de alarmlichten aan. Verlaag je snelheid en probeer naar de vluchtstrook te rijden. ""Jij rijdt waarschijnlijk rechts, maar voor al het andere verkeer is dat de linkerrijstrook. De vluchtstrook is voor jou, als spookrijder, aan de linkerkant van de weg."" Doe dit alleen als er een gat in het verkeer zit en je veilig naar de vluchtstrook kan. Als er een brede middenberm is waar je veilig kan komen, kan je daar ook uitwijken. Stap uit en ga achter de vangrail staan. Daar bel je 112. ""De alarmcentrale neemt contact op met de verkeerscentrale"", zegt de woordvoerder. ""Als er borden boven de weg staan, kunnen zij ervoor zorgen dat een rijstrook wordt afgesloten. ""De verkeerscentrale zorgt er ook voor dat de juiste hulp je bereikt, zodat je veilig kan keren."" Probeer nooit in je eentje om te keren. Dit kan voor nog gevaarlijkere situaties zorgen. Maak dus geen U-bocht en ga ook niet achteruitrijden naar een afrit. ","Binnenland, Auto's, Slimmer Leven"
225,"Witte Kerst uitgesloten, maar mogelijk wel winters gevoel bij kerstinkopen ","We kunnen een witte Kerst op onze buik schrijven, maar dat betekent niet dat we geen kerstgevoel kunnen krijgen door het weer in aanloop naar en tijdens de kerstdagen. Guur weer en sneeuwvlokken helpen daarbij.", Door Eimert Pruis ,2023-12-17T15:50:58+01:00, Binnenland ,"We kunnen een witte Kerst op onze buik schrijven, maar dat betekent niet dat we geen kerstgevoel kunnen krijgen door het weer in aanloop naar en tijdens de kerstdagen. Guur weer en sneeuwvlokken helpen daarbij. Meteoroloog Johnny Willemsen van Weerplaza neemt bij het begin van het gesprek met NU.nl gelijk alle hoop weg. ""Er is gewoon geen kans op een witte Kerst. Dan moet je twee dagen achter elkaar een gesloten sneeuwdek hebben.""Toch is de meteoroloog niet heel negatief gestemd over het krijgen van een kerstgevoel. ""Dan gaat het vooral in de aanloop naar Kerstmis. Vrijdag en zaterdag kan het guur weer worden, met een snijdende wind en met temperaturen net boven 0."" Er kan dan ook sneeuw vallen, maar die blijft niet liggen. ""Bij de kerstinkopen geeft dat wel een extra kerstgevoel"", zegt Willemsen. Mocht je in aanloop naar de kerstdagen het kerstgevoel willen opzoeken dan moet je ver het land intrekken richting het oosten. ""Hoe verder het land in, hoe groter is de kans dat je tijdelijke sneeuwbuien tegenkomt."" We kunnen bijna van een kerstwonder spreken als we de witte vlokken ook zien dwarrelen met Kerstmis. ""Die kans is met een paar procent heel klein."" ","Binnenland, Weer, Kerstmis, Guur"
226,Duits stroomnet heeft te weinig ruimte om meer windenergie te transporteren ,De schaarse ruimte op het stroomnet in Duitsland beperkt de opwekking van windenergie in de Duitse Noordzee. Dat zegt operationeel topman Tim Meyerjürgens van netbeheerder TenneT tegen persbureau dpa., Door onze nieuwsredactie ,2024-01-28T11:50:21+01:00, Economie ,"De schaarse ruimte op het stroomnet in Duitsland beperkt de opwekking van windenergie in de Duitse Noordzee. Dat zegt operationeel topman Tim Meyerjürgens van netbeheerder TenneT tegen persbureau dpa. Door knelpunten op het elektriciteitsnet is de hoeveelheid vanaf de Noordzee getransporteerde windenergie met ruim 19 terawattuur afgenomen. Dat is ongeveer 9 procent minder dan een jaar eerder en komt overeen met de vraag van zo'n zes miljoen huishoudens. De duurzaam opgewekte energie komt daardoor niet terecht in het zuiden van het land, waar de vele industriële bedrijven die juist hard nodig hebben. ""Door de aanhoudende talrijke knelpunten in het elektriciteitsnet op het land moet de stroom van grote windmolenparken in de Noordzee in toenemende mate worden teruggeschroefd"", zegt Meyerjürgens. Tegelijkertijd merkt de TenneT-topman dat vrijwel geen conventionele elektriciteitscentrales in Noord-Duitsland hun productie terugschroeven. Meyerjürgens roept dan ook op haast te maken met de uitbreiding van het elektriciteitsnet, bijvoorbeeld door elektriciteitssnelwegen aan te leggen. Duitse economen en bedrijven uit de sector voorspellen dat er de komende jaren miljarden euro's nodig zijn om die plannen te verwezenlijken. ","Economie, Energie, Klimaat, Buitenland, Duitsland, Duitse Noordzee, Tim Meyerjürgens"
227,Ook Nederlanders in buitenland moeten langer wachten door paspoortpiek ,Ook Nederlanders in het buitenland kunnen te maken krijgen met lange wachttijden voor een nieuw paspoort. De Stichting Nederlanders Buiten Nederland (SNBN) heeft daarover aan de bel getrokken. Het ministerie van Buitenlandse Zaken herkent het geschetste beeld maar deels., Door Nick Augusteijn ,2024-01-31T14:10:01+01:00, Binnen- en buitenland ,"Ook Nederlanders in het buitenland kunnen te maken krijgen met lange wachttijden voor een nieuw paspoort. De Stichting Nederlanders Buiten Nederland (SNBN) heeft daarover aan de bel getrokken. Het ministerie van Buitenlandse Zaken herkent het geschetste beeld maar deels. Volgens de SNBN hebben Nederlanders in onder meer Spanje, Italië, Griekenland, Luxemburg en het Verenigd Koninkrijk te maken met lange wachttijden bij ambassades, consulaten en het commerciële paspoortbureau VFS Global. Ook lijkt er soms helemaal geen beschikbaarheid te zijn voor afspraken voor het vernieuwen van een paspoort. Een woordvoerder van het ministerie van Buitenlandse Zaken zegt tegen NU.nl dat buitenlandse posten het inderdaad erg druk hebben met de vele aanvragen. ""Wij hebben net als de Nederlandse gemeenten te maken met de 'paspoortpiek' en krijgen een golf van aanvragen voor nieuwe paspoorten en identiteitsbewijzen binnen"", zegt hij. Afgelopen zondag werd duidelijk dat de Rijksdienst voor Identiteitsgegevens, de organisatie die de aanvraagprocedures beheert, een piek van aanvragen verwacht. In 2014 werd de geldigheid van ID-kaarten opgerekt van vijf naar tien jaar. Daarom waren de afgelopen vijf jaar minder passen nodig, en nu juist meer. Naar schatting moeten 1,6 tot 1,7 miljoen paspoorten vervangen worden en 1,2 tot 1,3 miljoen identiteitskaarten. Het beeld dat het voor Nederlanders in het buitenland vrijwel onmogelijk zou zijn om een afspraak te krijgen, herkent Buitenlandse Zaken niet, gaat de woordvoerder verder. Hij geeft ook aan dat op verschillende manieren wordt geprobeerd om de piek te verwerken. ""We roepen Nederlanders in het buitenland sowieso op om op tijd in actie te komen. Daarnaast zijn de balietijden van sommige posten verlengd. En in het uiterste geval kunnen we altijd een nooddocument verschaffen."" ","Binnen- En Buitenland, Binnenland, Buitenland, Stichting Nederlanders, Nederland, Ministerie Van Buitenlandse Zaken, Snbn"
228,Waardevolste Europese bedrijf loopt binnen door rage rond afslankmiddel ,"Novo Nordisk, het waardevolste bedrijf van Europa, loopt binnen met de verkoop van een diabetesmedicijn dat beroemdheden ook gebruiken als afslankmiddel. Het bedrijf verkocht vorig jaar voor 232 miljard Deense kroon (31 miljard euro) aan medicijnen.", Door onze economieredactie ,2024-01-31T10:37:45+01:00, Economie ,"Novo Nordisk, het waardevolste bedrijf van Europa, loopt binnen met de verkoop van een diabetesmedicijn dat beroemdheden ook gebruiken als afslankmiddel. Het bedrijf verkocht vorig jaar voor 232 miljard Deense kroon (31 miljard euro) aan medicijnen. Het bedrijf verkoopt onder meer de diabetes- en obesitasmedicijnen Wegovy en Ozempic. Beide medicijnen worden massaal gebruikt als afslankmiddel. Mede doordat beroemdheden als Kim Kardashian en Elon Musk zeggen slank te blijven door die medicijnen, is er een rage ontstaan. Inmiddels gebruiken wereldwijd meer dan 40 miljoen mensen diabetes- en obesitasmedicijnen van Novo Nordisk. De verkopen van de twee medicijnen zijn met 42 procent gestegen. Novo Nordisk haalt daar het grootste deel van zijn omzet uit: bijna 29 miljard euro. De nettowinst van het bedrijf nam in 2023 toe tot ruim 11 miljard euro. Dat is 51 procent meer dan een jaar eerder. Door het verkoopsucces is Novo Nordisk afgelopen jaar het waardevolste bedrijf van Europa geworden. Maar het brengt ook problemen: Novo Nordisk kan nauwelijks aan de groeiende vraag voldoen. Dat is vooral voor mensen die de middelen om medische redenen nodig hebben een probleem. ","Economie, Novo Nordisk, Europa"
